dataset,n_donors,trial,cell_type,n_cells_in_copula,n_train_cells_in_obs,n_genes_primary,k_max,has_cov_mat
aida,50d,1,B_cell,665,665,416,81,True
aida,50d,1,CD14-low__CD16-positive_monocyte,4250,4250,645,365,True
aida,50d,1,CD14-positive_monocyte,18518,18518,572,2727,True
aida,50d,1,CD141-positive_myeloid_dendritic_cell,71,71,461,10,True
aida,50d,1,CD16-negative__CD56-bright_natural_killer_cell__human,483,483,443,36,True
aida,50d,1,CD16-positive__CD56-dim_natural_killer_cell__human,12549,12549,419,584,True
aida,50d,1,CD1c-positive_myeloid_dendritic_cell,1354,1354,650,112,True
aida,50d,1,CD4-positive__alpha-beta_T_cell,2184,2184,384,183,True
aida,50d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,1351,1351,399,290,True
aida,50d,1,CD8-positive__alpha-beta_T_cell,261,261,408,31,True
aida,50d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,5836,5836,417,408,True
aida,50d,1,CD8-positive__alpha-beta_memory_T_cell,4287,4287,397,280,True
aida,50d,1,T_cell,2495,2495,408,239,True
aida,50d,1,central_memory_CD4-positive__alpha-beta_T_cell,12158,12158,381,2228,True
aida,50d,1,conventional_dendritic_cell,33,33,684,5,True
aida,50d,1,dendritic_cell,23,23,639,3,True
aida,50d,1,double_negative_T_regulatory_cell,58,58,424,6,True
aida,50d,1,effector_memory_CD4-positive__alpha-beta_T_cell,2708,2708,388,259,True
aida,50d,1,erythrocyte,10,10,426,4,True
aida,50d,1,gamma-delta_T_cell,1940,1940,429,226,True
aida,50d,1,innate_lymphoid_cell,17,17,428,2,True
aida,50d,1,mature_B_cell,360,360,454,23,True
aida,50d,1,memory_B_cell,2772,2772,436,202,True
aida,50d,1,monocyte,1715,1715,638,255,True
aida,50d,1,mucosal_invariant_T_cell,2002,2002,400,392,True
aida,50d,1,naive_B_cell,3976,3976,363,648,True
aida,50d,1,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,16062,16062,320,1582,True
aida,50d,1,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,6606,6606,332,894,True
aida,50d,1,natural_killer_cell,650,650,468,92,True
aida,50d,1,plasma_cell,143,143,281,12,True
aida,50d,1,plasmacytoid_dendritic_cell,424,424,578,53,True
aida,50d,1,platelet,1315,1315,432,100,True
aida,50d,1,regulatory_T_cell,1409,1409,379,160,True
aida,50d,2,B_cell,584,584,427,61,True
aida,50d,2,CD14-low__CD16-positive_monocyte,4152,4152,648,235,True
aida,50d,2,CD14-positive_monocyte,17516,17516,582,752,True
aida,50d,2,CD141-positive_myeloid_dendritic_cell,58,58,470,5,True
aida,50d,2,CD16-negative__CD56-bright_natural_killer_cell__human,443,443,442,23,True
aida,50d,2,CD16-positive__CD56-dim_natural_killer_cell__human,13060,13060,425,662,True
aida,50d,2,CD1c-positive_myeloid_dendritic_cell,1327,1327,644,62,True
aida,50d,2,CD4-positive__alpha-beta_T_cell,1951,1951,388,142,True
aida,50d,2,CD4-positive__alpha-beta_cytotoxic_T_cell,1778,1778,406,118,True
aida,50d,2,CD8-positive__alpha-beta_T_cell,316,316,424,38,True
aida,50d,2,CD8-positive__alpha-beta_cytotoxic_T_cell,7711,7711,422,488,True
aida,50d,2,CD8-positive__alpha-beta_memory_T_cell,4099,4099,405,330,True
aida,50d,2,T_cell,1919,1919,405,131,True
aida,50d,2,central_memory_CD4-positive__alpha-beta_T_cell,9947,9947,386,397,True
aida,50d,2,conventional_dendritic_cell,27,27,663,3,True
aida,50d,2,dendritic_cell,25,25,539,2,True
aida,50d,2,double_negative_T_regulatory_cell,67,67,399,7,True
aida,50d,2,effector_memory_CD4-positive__alpha-beta_T_cell,2447,2447,395,152,True
aida,50d,2,erythrocyte,14,14,637,4,True
aida,50d,2,gamma-delta_T_cell,1964,1964,424,265,True
aida,50d,2,innate_lymphoid_cell,25,25,402,6,True
aida,50d,2,mature_B_cell,416,416,459,28,True
aida,50d,2,memory_B_cell,2936,2936,437,187,True
aida,50d,2,monocyte,1444,1444,662,72,True
aida,50d,2,mucosal_invariant_T_cell,1683,1683,403,86,True
aida,50d,2,naive_B_cell,2894,2894,366,156,True
aida,50d,2,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,13846,13846,324,797,True
aida,50d,2,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,7229,7229,342,389,True
aida,50d,2,natural_killer_cell,628,628,484,92,True
aida,50d,2,plasma_cell,213,213,285,17,True
aida,50d,2,plasmacytoid_dendritic_cell,370,370,583,27,True
aida,50d,2,platelet,1274,1274,431,98,True
aida,50d,2,regulatory_T_cell,1307,1307,388,63,True
aida,50d,3,B_cell,597,597,429,43,True
aida,50d,3,CD14-low__CD16-positive_monocyte,3889,3889,638,226,True
aida,50d,3,CD14-positive_monocyte,15037,15037,583,629,True
aida,50d,3,CD141-positive_myeloid_dendritic_cell,66,66,465,13,True
aida,50d,3,CD16-negative__CD56-bright_natural_killer_cell__human,429,429,452,24,True
aida,50d,3,CD16-positive__CD56-dim_natural_killer_cell__human,12259,12259,430,608,True
aida,50d,3,CD1c-positive_myeloid_dendritic_cell,1198,1198,652,74,True
aida,50d,3,CD4-positive__alpha-beta_T_cell,1979,1979,395,173,True
aida,50d,3,CD4-positive__alpha-beta_cytotoxic_T_cell,1590,1590,408,322,True
aida,50d,3,CD8-positive__alpha-beta_T_cell,296,296,432,73,True
aida,50d,3,CD8-positive__alpha-beta_cytotoxic_T_cell,7193,7193,427,380,True
aida,50d,3,CD8-positive__alpha-beta_memory_T_cell,3501,3501,415,220,True
aida,50d,3,T_cell,1800,1800,425,151,True
aida,50d,3,central_memory_CD4-positive__alpha-beta_T_cell,10057,10057,391,514,True
aida,50d,3,conventional_dendritic_cell,22,22,659,3,True
aida,50d,3,dendritic_cell,21,21,590,3,True
aida,50d,3,double_negative_T_regulatory_cell,64,64,432,7,True
aida,50d,3,effector_memory_CD4-positive__alpha-beta_T_cell,2416,2416,399,120,True
aida,50d,3,erythrocyte,10,10,402,3,True
aida,50d,3,gamma-delta_T_cell,2242,2242,428,382,True
aida,50d,3,innate_lymphoid_cell,28,28,415,3,True
aida,50d,3,mature_B_cell,378,378,472,25,True
aida,50d,3,memory_B_cell,2798,2798,449,137,True
aida,50d,3,monocyte,1385,1385,650,99,True
aida,50d,3,mucosal_invariant_T_cell,1608,1608,408,86,True
aida,50d,3,naive_B_cell,3023,3023,368,195,True
aida,50d,3,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,11816,11816,329,703,True
aida,50d,3,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,6035,6035,339,394,True
aida,50d,3,natural_killer_cell,659,659,475,63,True
aida,50d,3,plasma_cell,173,173,285,17,True
aida,50d,3,plasmacytoid_dendritic_cell,369,369,568,62,True
aida,50d,3,platelet,1204,1204,426,115,True
aida,50d,3,regulatory_T_cell,1277,1277,391,64,True
aida,50d,4,B_cell,566,566,405,66,True
aida,50d,4,CD14-low__CD16-positive_monocyte,3852,3852,643,229,True
aida,50d,4,CD14-positive_monocyte,17221,17221,552,713,True
aida,50d,4,CD141-positive_myeloid_dendritic_cell,67,67,465,5,True
aida,50d,4,CD16-negative__CD56-bright_natural_killer_cell__human,375,375,433,21,True
aida,50d,4,CD16-positive__CD56-dim_natural_killer_cell__human,11909,11909,421,496,True
aida,50d,4,CD1c-positive_myeloid_dendritic_cell,1182,1182,645,65,True
aida,50d,4,CD4-positive__alpha-beta_T_cell,1692,1692,388,200,True
aida,50d,4,CD4-positive__alpha-beta_cytotoxic_T_cell,1104,1104,403,159,True
aida,50d,4,CD8-positive__alpha-beta_T_cell,274,274,381,40,True
aida,50d,4,CD8-positive__alpha-beta_cytotoxic_T_cell,6436,6436,409,461,True
aida,50d,4,CD8-positive__alpha-beta_memory_T_cell,3576,3576,397,221,True
aida,50d,4,T_cell,1070,1070,407,141,True
aida,50d,4,central_memory_CD4-positive__alpha-beta_T_cell,9505,9505,386,382,True
aida,50d,4,conventional_dendritic_cell,21,21,627,5,True
aida,50d,4,dendritic_cell,19,19,649,3,True
aida,50d,4,double_negative_T_regulatory_cell,67,67,413,7,True
aida,50d,4,effector_memory_CD4-positive__alpha-beta_T_cell,2332,2332,388,154,True
aida,50d,4,erythrocyte,21,21,505,7,True
aida,50d,4,gamma-delta_T_cell,1875,1875,422,239,True
aida,50d,4,innate_lymphoid_cell,10,10,338,2,True
aida,50d,4,mature_B_cell,434,434,459,28,True
aida,50d,4,memory_B_cell,3222,3222,443,196,True
aida,50d,4,monocyte,1240,1240,615,77,True
aida,50d,4,mucosal_invariant_T_cell,1670,1670,400,136,True
aida,50d,4,naive_B_cell,2625,2625,356,173,True
aida,50d,4,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,12080,12080,312,671,True
aida,50d,4,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,6274,6274,339,323,True
aida,50d,4,natural_killer_cell,352,352,477,54,True
aida,50d,4,plasma_cell,167,167,278,23,True
aida,50d,4,plasmacytoid_dendritic_cell,252,252,569,27,True
aida,50d,4,platelet,890,890,433,115,True
aida,50d,4,regulatory_T_cell,1186,1186,379,63,True
aida,50d,5,B_cell,523,523,438,37,True
aida,50d,5,CD14-low__CD16-positive_monocyte,3659,3659,646,184,True
aida,50d,5,CD14-positive_monocyte,15440,15440,576,779,True
aida,50d,5,CD141-positive_myeloid_dendritic_cell,52,52,475,6,True
aida,50d,5,CD16-negative__CD56-bright_natural_killer_cell__human,412,412,439,27,True
aida,50d,5,CD16-positive__CD56-dim_natural_killer_cell__human,13093,13093,422,693,True
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,1218,647,74,True
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,1998,386,200,True
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,1528,394,322,True
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,257,403,40,True
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,6043,413,411,True
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,3622,396,204,True
aida,50d,5,T_cell,1853,1853,412,108,True
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,9882,378,404,True
aida,50d,5,conventional_dendritic_cell,26,26,622,3,True
aida,50d,5,dendritic_cell,14,14,648,2,True
aida,50d,5,double_negative_T_regulatory_cell,53,53,420,5,True
aida,50d,5,effector_memory_CD4-positive__alpha-beta_T_cell,2356,2356,401,121,True
aida,50d,5,erythrocyte,12,12,532,3,True
aida,50d,5,gamma-delta_T_cell,2202,2202,420,239,True
aida,50d,5,innate_lymphoid_cell,18,18,395,4,True
aida,50d,5,mature_B_cell,374,374,466,20,True
aida,50d,5,memory_B_cell,2599,2599,445,204,True
aida,50d,5,monocyte,1380,1380,630,99,True
aida,50d,5,mucosal_invariant_T_cell,1655,1655,405,100,True
aida,50d,5,naive_B_cell,2399,2399,366,278,True
aida,50d,5,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,11220,11220,319,571,True
aida,50d,5,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,5678,5678,341,364,True
aida,50d,5,natural_killer_cell,652,652,459,54,True
aida,50d,5,plasma_cell,224,224,298,58,True
aida,50d,5,plasmacytoid_dendritic_cell,309,309,580,39,True
aida,50d,5,platelet,1138,1138,420,124,True
aida,50d,5,regulatory_T_cell,1115,1115,386,43,True
aida,100d,1,B_cell,1423,1423,430,100,True
aida,100d,1,CD14-low__CD16-positive_monocyte,8158,8158,643,759,True
aida,100d,1,CD14-positive_monocyte,38644,38644,569,4827,True
aida,100d,1,CD141-positive_myeloid_dendritic_cell,139,139,478,17,True
aida,100d,1,CD16-negative__CD56-bright_natural_killer_cell__human,1242,1242,449,144,True
aida,100d,1,CD16-positive__CD56-dim_natural_killer_cell__human,28042,28042,425,2050,True
aida,100d,1,CD1c-positive_myeloid_dendritic_cell,3228,3228,651,505,True
aida,100d,1,CD4-positive__alpha-beta_T_cell,4327,4327,380,393,True
aida,100d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,2685,2685,402,173,True
aida,100d,1,CD8-positive__alpha-beta_T_cell,712,712,408,80,True
aida,100d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,11970,11970,420,488,True
aida,100d,1,CD8-positive__alpha-beta_memory_T_cell,7513,7513,415,617,True
aida,100d,1,T_cell,4642,4642,410,381,True
aida,100d,1,central_memory_CD4-positive__alpha-beta_T_cell,23530,23530,388,2228,True
aida,100d,1,conventional_dendritic_cell,64,64,646,9,True
aida,100d,1,dendritic_cell,52,52,537,17,True
aida,100d,1,double_negative_T_regulatory_cell,121,121,413,12,True
aida,100d,1,effector_memory_CD4-positive__alpha-beta_T_cell,4701,4701,398,259,True
aida,100d,1,erythrocyte,28,28,475,6,True
aida,100d,1,gamma-delta_T_cell,6004,6004,427,1289,True
aida,100d,1,innate_lymphoid_cell,55,55,385,7,True
aida,100d,1,mature_B_cell,754,754,473,43,True
aida,100d,1,memory_B_cell,6237,6237,448,584,True
aida,100d,1,monocyte,3372,3372,637,270,True
aida,100d,1,mucosal_invariant_T_cell,4585,4585,411,501,True
aida,100d,1,naive_B_cell,6606,6606,369,648,True
aida,100d,1,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,31472,31472,320,4718,True
aida,100d,1,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,16648,16648,338,2128,True
aida,100d,1,natural_killer_cell,1628,1628,477,86,True
aida,100d,1,plasma_cell,379,379,290,29,True
aida,100d,1,plasmacytoid_dendritic_cell,872,872,572,79,True
aida,100d,1,platelet,2705,2705,426,139,True
aida,100d,1,regulatory_T_cell,2538,2538,379,171,True
aida,100d,2,B_cell,1254,1254,418,100,True
aida,100d,2,CD14-low__CD16-positive_monocyte,7926,7926,647,759,True
aida,100d,2,CD14-positive_monocyte,36628,36628,565,4827,True
aida,100d,2,CD141-positive_myeloid_dendritic_cell,139,139,477,17,True
aida,100d,2,CD16-negative__CD56-bright_natural_killer_cell__human,991,991,439,144,True
aida,100d,2,CD16-positive__CD56-dim_natural_killer_cell__human,27478,27478,424,2050,True
aida,100d,2,CD1c-positive_myeloid_dendritic_cell,2989,2989,650,505,True
aida,100d,2,CD4-positive__alpha-beta_T_cell,3676,3676,386,269,True
aida,100d,2,CD4-positive__alpha-beta_cytotoxic_T_cell,2382,2382,399,118,True
aida,100d,2,CD8-positive__alpha-beta_T_cell,557,557,398,54,True
aida,100d,2,CD8-positive__alpha-beta_cytotoxic_T_cell,11954,11954,415,461,True
aida,100d,2,CD8-positive__alpha-beta_memory_T_cell,7641,7641,399,617,True
aida,100d,2,T_cell,3818,3818,413,381,True
aida,100d,2,central_memory_CD4-positive__alpha-beta_T_cell,23329,23329,388,2189,True
aida,100d,2,conventional_dendritic_cell,49,49,632,9,True
aida,100d,2,dendritic_cell,50,50,552,17,True
aida,100d,2,double_negative_T_regulatory_cell,150,150,406,12,True
aida,100d,2,effector_memory_CD4-positive__alpha-beta_T_cell,5078,5078,396,229,True
aida,100d,2,erythrocyte,30,30,495,4,True
aida,100d,2,gamma-delta_T_cell,6367,6367,418,1289,True
aida,100d,2,innate_lymphoid_cell,59,59,416,7,True
aida,100d,2,mature_B_cell,699,699,465,43,True
aida,100d,2,memory_B_cell,6170,6170,442,584,True
aida,100d,2,monocyte,3103,3103,635,270,True
aida,100d,2,mucosal_invariant_T_cell,3855,3855,408,501,True
aida,100d,2,naive_B_cell,6722,6722,364,640,True
aida,100d,2,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,31372,31372,322,4718,True
aida,100d,2,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,15198,15198,338,2128,True
aida,100d,2,natural_killer_cell,1273,1273,470,92,True
aida,100d,2,plasma_cell,383,383,292,29,True
aida,100d,2,plasmacytoid_dendritic_cell,665,665,580,79,True
aida,100d,2,platelet,2034,2034,428,131,True
aida,100d,2,regulatory_T_cell,2840,2840,375,171,True
aida,100d,3,B_cell,1480,1480,416,203,True
aida,100d,3,CD14-low__CD16-positive_monocyte,10445,10445,636,1547,True
aida,100d,3,CD14-positive_monocyte,39934,39934,567,4111,True
aida,100d,3,CD141-positive_myeloid_dendritic_cell,130,130,479,8,True
aida,100d,3,CD16-negative__CD56-bright_natural_killer_cell__human,1090,1090,448,50,True
aida,100d,3,CD16-positive__CD56-dim_natural_killer_cell__human,27725,27725,426,1198,True
aida,100d,3,CD1c-positive_myeloid_dendritic_cell,2969,2969,647,169,True
aida,100d,3,CD4-positive__alpha-beta_T_cell,4003,4003,385,185,True
aida,100d,3,CD4-positive__alpha-beta_cytotoxic_T_cell,2833,2833,406,128,True
aida,100d,3,CD8-positive__alpha-beta_T_cell,680,680,420,78,True
aida,100d,3,CD8-positive__alpha-beta_cytotoxic_T_cell,13503,13503,422,1188,True
aida,100d,3,CD8-positive__alpha-beta_memory_T_cell,8196,8196,407,1058,True
aida,100d,3,T_cell,3992,3992,416,240,True
aida,100d,3,central_memory_CD4-positive__alpha-beta_T_cell,23214,23214,384,2812,True
aida,100d,3,conventional_dendritic_cell,57,57,662,5,True
aida,100d,3,dendritic_cell,33,33,592,2,True
aida,100d,3,double_negative_T_regulatory_cell,146,146,404,12,True
aida,100d,3,effector_memory_CD4-positive__alpha-beta_T_cell,5283,5283,399,535,True
aida,100d,3,erythrocyte,39,39,530,7,True
aida,100d,3,gamma-delta_T_cell,4886,4886,420,602,True
aida,100d,3,innate_lymphoid_cell,62,62,377,5,True
aida,100d,3,mature_B_cell,966,966,462,78,True
aida,100d,3,memory_B_cell,6677,6677,444,615,True
aida,100d,3,monocyte,3530,3530,620,343,True
aida,100d,3,mucosal_invariant_T_cell,4516,4516,408,358,True
aida,100d,3,naive_B_cell,7849,7849,363,2301,True
aida,100d,3,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,29884,29884,319,2337,True
aida,100d,3,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,16872,16872,337,2265,True
aida,100d,3,natural_killer_cell,1336,1336,479,67,True
aida,100d,3,plasma_cell,425,425,294,58,True
aida,100d,3,plasmacytoid_dendritic_cell,857,857,583,53,True
aida,100d,3,platelet,2231,2231,430,136,True
aida,100d,3,regulatory_T_cell,2696,2696,381,198,True
aida,100d,4,B_cell,1189,1189,422,62,True
aida,100d,4,CD14-low__CD16-positive_monocyte,8079,8079,643,228,True
aida,100d,4,CD14-positive_monocyte,32651,32651,567,779,True
aida,100d,4,CD141-positive_myeloid_dendritic_cell,117,117,474,6,True
aida,100d,4,CD16-negative__CD56-bright_natural_killer_cell__human,966,966,445,33,True
aida,100d,4,CD16-positive__CD56-dim_natural_killer_cell__human,28004,28004,427,1022,True
aida,100d,4,CD1c-positive_myeloid_dendritic_cell,2604,2604,640,65,True
aida,100d,4,CD4-positive__alpha-beta_T_cell,3745,3745,389,148,True
aida,100d,4,CD4-positive__alpha-beta_cytotoxic_T_cell,2319,2319,405,159,True
aida,100d,4,CD8-positive__alpha-beta_T_cell,458,458,408,21,True
aida,100d,4,CD8-positive__alpha-beta_cytotoxic_T_cell,11775,11775,421,411,True
aida,100d,4,CD8-positive__alpha-beta_memory_T_cell,7528,7528,413,259,True
aida,100d,4,T_cell,3370,3370,415,188,True
aida,100d,4,central_memory_CD4-positive__alpha-beta_T_cell,22321,22321,392,642,True
aida,100d,4,conventional_dendritic_cell,38,38,623,4,True
aida,100d,4,dendritic_cell,32,32,549,3,True
aida,100d,4,double_negative_T_regulatory_cell,107,107,401,5,True
aida,100d,4,effector_memory_CD4-positive__alpha-beta_T_cell,5227,5227,401,229,True
aida,100d,4,erythrocyte,33,33,606,7,True
aida,100d,4,gamma-delta_T_cell,3939,3939,434,233,True
aida,100d,4,innate_lymphoid_cell,41,41,407,5,True
aida,100d,4,mature_B_cell,717,717,464,39,True
aida,100d,4,memory_B_cell,6108,6108,445,204,True
aida,100d,4,monocyte,2642,2642,636,86,True
aida,100d,4,mucosal_invariant_T_cell,3556,3556,410,158,True
aida,100d,4,naive_B_cell,6164,6164,364,278,True
aida,100d,4,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,26659,26659,329,932,True
aida,100d,4,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,13787,13787,339,418,True
aida,100d,4,natural_killer_cell,1183,1183,473,67,True
aida,100d,4,plasma_cell,348,348,288,20,True
aida,100d,4,plasmacytoid_dendritic_cell,687,687,573,53,True
aida,100d,4,platelet,2441,2441,423,315,True
aida,100d,4,regulatory_T_cell,2648,2648,391,78,True
aida,100d,5,B_cell,1275,1275,426,47,True
aida,100d,5,CD14-low__CD16-positive_monocyte,7569,7569,641,254,True
aida,100d,5,CD14-positive_monocyte,32207,32207,572,875,True
aida,100d,5,CD141-positive_myeloid_dendritic_cell,127,127,470,6,True
aida,100d,5,CD16-negative__CD56-bright_natural_killer_cell__human,939,939,450,37,True
aida,100d,5,CD16-positive__CD56-dim_natural_killer_cell__human,21899,21899,427,488,True
aida,100d,5,CD1c-positive_myeloid_dendritic_cell,2443,2443,644,74,True
aida,100d,5,CD4-positive__alpha-beta_T_cell,3709,3709,384,142,True
aida,100d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,2823,2823,401,322,True
aida,100d,5,CD8-positive__alpha-beta_T_cell,534,534,410,51,True
aida,100d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,11366,11366,422,410,True
aida,100d,5,CD8-positive__alpha-beta_memory_T_cell,7333,7333,411,259,True
aida,100d,5,T_cell,3775,3775,406,160,True
aida,100d,5,central_memory_CD4-positive__alpha-beta_T_cell,20626,20626,388,642,True
aida,100d,5,conventional_dendritic_cell,53,53,687,5,True
aida,100d,5,dendritic_cell,33,33,587,3,True
aida,100d,5,double_negative_T_regulatory_cell,115,115,403,6,True
aida,100d,5,effector_memory_CD4-positive__alpha-beta_T_cell,4876,4876,404,229,True
aida,100d,5,erythrocyte,23,23,500,7,True
aida,100d,5,gamma-delta_T_cell,5193,5193,425,588,True
aida,100d,5,innate_lymphoid_cell,45,45,388,4,True
aida,100d,5,mature_B_cell,880,880,458,68,True
aida,100d,5,memory_B_cell,6108,6108,442,198,True
aida,100d,5,monocyte,2655,2655,630,91,True
aida,100d,5,mucosal_invariant_T_cell,3510,3510,407,136,True
aida,100d,5,naive_B_cell,6033,6033,362,332,True
aida,100d,5,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,26614,26614,321,703,True
aida,100d,5,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,13315,13315,340,615,True
aida,100d,5,natural_killer_cell,1054,1054,485,75,True
aida,100d,5,plasma_cell,362,362,290,58,True
aida,100d,5,plasmacytoid_dendritic_cell,661,661,580,35,True
aida,100d,5,platelet,2117,2117,423,136,True
aida,100d,5,regulatory_T_cell,2468,2468,381,80,True
aida,200d,1,B_cell,2597,2597,421,100,True
aida,200d,1,CD14-low__CD16-positive_monocyte,17629,17629,643,759,True
aida,200d,1,CD14-positive_monocyte,74567,74567,573,4827,True
aida,200d,1,CD141-positive_myeloid_dendritic_cell,313,313,471,17,True
aida,200d,1,CD16-negative__CD56-bright_natural_killer_cell__human,2165,2165,454,144,True
aida,200d,1,CD16-positive__CD56-dim_natural_killer_cell__human,56318,56318,422,2050,True
aida,200d,1,CD1c-positive_myeloid_dendritic_cell,6140,6140,652,505,True
aida,200d,1,CD4-positive__alpha-beta_T_cell,7724,7724,389,269,True
aida,200d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,5374,5374,404,322,True
aida,200d,1,CD8-positive__alpha-beta_T_cell,1133,1133,407,54,True
aida,200d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,27076,27076,422,488,True
aida,200d,1,CD8-positive__alpha-beta_memory_T_cell,15149,15149,416,617,True
aida,200d,1,T_cell,8186,8186,415,381,True
aida,200d,1,central_memory_CD4-positive__alpha-beta_T_cell,46151,46151,390,2228,True
aida,200d,1,conventional_dendritic_cell,111,111,632,9,True
aida,200d,1,dendritic_cell,90,90,548,17,True
aida,200d,1,double_negative_T_regulatory_cell,248,248,418,12,True
aida,200d,1,effector_memory_CD4-positive__alpha-beta_T_cell,10217,10217,400,259,True
aida,200d,1,erythrocyte,57,57,547,7,True
aida,200d,1,gamma-delta_T_cell,11373,11373,429,1289,True
aida,200d,1,innate_lymphoid_cell,93,93,409,7,True
aida,200d,1,mature_B_cell,1608,1608,464,68,True
aida,200d,1,memory_B_cell,12262,12262,448,584,True
aida,200d,1,monocyte,6360,6360,646,270,True
aida,200d,1,mucosal_invariant_T_cell,8267,8267,405,501,True
aida,200d,1,naive_B_cell,13492,13492,362,648,True
aida,200d,1,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,58139,58139,322,4718,True
aida,200d,1,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,29150,29150,332,2128,True
aida,200d,1,natural_killer_cell,2648,2648,478,86,True
aida,200d,1,plasma_cell,783,783,290,58,True
aida,200d,1,plasmacytoid_dendritic_cell,1505,1505,575,79,True
aida,200d,1,platelet,4849,4849,430,238,True
aida,200d,1,regulatory_T_cell,5340,5340,380,171,True
aida,200d,2,B_cell,2426,2426,424,100,True
aida,200d,2,CD14-low__CD16-positive_monocyte,15210,15210,645,759,True
aida,200d,2,CD14-positive_monocyte,70310,70310,573,4827,True
aida,200d,2,CD141-positive_myeloid_dendritic_cell,287,287,478,17,True
aida,200d,2,CD16-negative__CD56-bright_natural_killer_cell__human,2001,2001,450,144,True
aida,200d,2,CD16-positive__CD56-dim_natural_killer_cell__human,50582,50582,427,2050,True
aida,200d,2,CD1c-positive_myeloid_dendritic_cell,5799,5799,643,505,True
aida,200d,2,CD4-positive__alpha-beta_T_cell,7426,7426,386,269,True
aida,200d,2,CD4-positive__alpha-beta_cytotoxic_T_cell,5283,5283,402,290,True
aida,200d,2,CD8-positive__alpha-beta_T_cell,1197,1197,413,73,True
aida,200d,2,CD8-positive__alpha-beta_cytotoxic_T_cell,23722,23722,425,488,True
aida,200d,2,CD8-positive__alpha-beta_memory_T_cell,14687,14687,415,617,True
aida,200d,2,T_cell,8133,8133,410,381,True
aida,200d,2,central_memory_CD4-positive__alpha-beta_T_cell,41459,41459,390,2189,True
aida,200d,2,conventional_dendritic_cell,133,133,631,9,True
aida,200d,2,dendritic_cell,86,86,540,17,True
aida,200d,2,double_negative_T_regulatory_cell,231,231,413,12,True
aida,200d,2,effector_memory_CD4-positive__alpha-beta_T_cell,8923,8923,401,215,True
aida,200d,2,erythrocyte,54,54,568,7,True
aida,200d,2,gamma-delta_T_cell,10550,10550,431,1289,True
aida,200d,2,innate_lymphoid_cell,93,93,396,7,True
aida,200d,2,mature_B_cell,1531,1531,453,43,True
aida,200d,2,memory_B_cell,11863,11863,445,584,True
aida,200d,2,monocyte,6327,6327,648,270,True
aida,200d,2,mucosal_invariant_T_cell,7486,7486,411,501,True
aida,200d,2,naive_B_cell,11978,11978,364,640,True
aida,200d,2,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,59093,59093,324,4718,True
aida,200d,2,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,30120,30120,335,2128,True
aida,200d,2,natural_killer_cell,2439,2439,481,92,True
aida,200d,2,plasma_cell,677,677,293,29,True
aida,200d,2,plasmacytoid_dendritic_cell,1575,1575,574,79,True
aida,200d,2,platelet,4983,4983,428,197,True
aida,200d,2,regulatory_T_cell,4949,4949,389,171,True
aida,200d,3,B_cell,2553,2553,422,203,True
aida,200d,3,CD14-low__CD16-positive_monocyte,16448,16448,642,1547,True
aida,200d,3,CD14-positive_monocyte,71862,71862,571,4111,True
aida,200d,3,CD141-positive_myeloid_dendritic_cell,281,281,476,13,True
aida,200d,3,CD16-negative__CD56-bright_natural_killer_cell__human,1921,1921,452,71,True
