,highly_variable
RP11-92B11.4,False
CCDC144A,True
RP11-92B11.3,False
TNFRSF13B,True
AC104024.1,False
AC104024.2,False
RP11-416I2.1,False
MPRIP,False
MPRIP-AS1,True
RP11-45M22.3,False
PLD6,False
RP11-45M22.4,False
FLCN,True
RP11-45M22.5,False
COPS3,False
NT5M,False
MED9,False
RASD1,True
PEMT,False
RP11-524F11.1,False
RP11-524F11.2,False
SMCR2,False
RAI1,False
RAI1-AS1,False
SMCR5,True
SREBF1,False
TOM1L2,False
LRRC48,False
ATPAF2,False
GID4,False
DRG2,False
MYO15A,False
RP11-258F1.1,False
ALKBH5,False
LLGL1,False
FLII,False
MIEF2,False
RP1-178F10.1,False
TOP3A,False
SMCR8,False
RP1-178F10.3,False
SHMT1,False
EVPLL,False
RP1-37N7.1,False
RP1-37N7.3,False
LGALS9C,True
FAM106A,False
ZNF286B,False
TRIM16L,False
FBXW10,False
TVP23B,False
CTD-2145A24.3,False
PRPSAP2,False
CTD-2145A24.4,False
SLC5A10,False
FAM83G,False
GRAP,False
SNORD3B-1,False
SNORD3B-2,True
RP11-160E2.17,False
RP11-160E2.19,False
AC007952.5,False
SNORD3D,False
GRAPL,False
CTC-457L16.2,False
RP11-160E2.11,False
SNORD3A,False
SNORD3C,False
EPN2,False
EPN2-AS1,False
RP11-135L13.4,False
B9D1,False
MAPK7,False
MFAP4,False
RNF112,False
AC004448.2,False
AC004448.5,False
SLC47A1,False
ALDH3A2,False
Y_RNA-2,False
SLC47A2,False
RP11-311F12.1,False
ALDH3A1,False
ULK2,False
RP11-78O7.2,False
AKAP10,False
RP11-209D14.2,False
SPECC1,False
AC004702.2,False
LGALS9B,True
AC008088.4,False
CDRT15L2,False
AC087499.10,False
RP11-283C24.1,False
CCDC144NL,False
RP11-344E13.4,False
RP11-344E13.3,False
RP11-381P6.1,False
USP22,False
RP11-746M1.1,False
DHRS7B,False
TMEM11,False
AC087294.2,False
C17orf103,False
MAP2K3,False
KCNJ12,False
RP11-728E14.3,False
RP11-728E14.2,False
C17orf51,False
UBBP4,False
RP11-1109M24.5,False
RP11-744K17.9,False
RP11-744K17.1,False
RP11-744K17.2,False
MTRNR2L1,False
RP11-260A9.6,False
RP11-663N22.1,False
WSB1,False
RP11-173M1.8,False
RP11-173M1.4,False
KSR1,False
AC015688.3,False
RP11-19P22.8,False
LGALS9,False
RP11-19P22.5,False
NOS2,False
RP1-66C13.4,False
RP11-138P22.1,False
LYRM9,False
NLK,False
CTD-2008P7.10,False
TMEM97,False
IFT20,False
TNFAIP1,False
POLDIP2,False
TMEM199,False
CTB-96E2.7,False
VTN,False
SARM1,False
SLC46A1,False
CTD-2350C19.1,False
CTD-2350C19.2,False
RP11-192H23.4,False
UNC119,False
PIGS,False
ALDOC,False
RP11-192H23.5,False
SPAG5,False
RP11-192H23.6,True
SGK494,False
KIAA0100,False
RP11-192H23.7,False
SDF2,False
SUPT6H,False
AC010761.13,False
PROCA1,False
RAB34,False
RPL23A,False
AC010761.8,False
TLCD1,False
NEK8,False
AC010761.14,False
AC010761.6,False
TRAF4,False
AC010761.9,False
AC010761.10,False
FAM222B,False
ERAL1,False
MIR451B,False
FLOT2,False
RP11-20B24.7,False
RP11-20B24.4,False
DHRS13,False
PHF12,False
RP11-20B24.5,False
RP11-20B24.6,False
PIPOX,False
SEZ6,False
MYO18A,False
TIAF1,False
RP11-321A17.4,False
CRYBA1,False
NUFIP2,False
RP11-296K13.4,False
MIR4523,False
TAOK1,False
ABHD15,False
RP11-68I3.2,False
TP53I13,False
GIT1,False
ANKRD13B,False
RP11-68I3.7,False
CORO6,False
SSH2,False
RP11-68I3.5,False
RP11-82O19.1,False
RP11-338L22.2,False
EFCAB5,False
AC104984.4,False
RP11-1148O4.2,False
NSRP1,False
RP11-354P11.3,False
RP11-354P11.8,False
SLC6A4,False
RP11-354P11.4,False
RP11-354P11.2,False
BLMH,False
TMIGD1,False
CPD,False
GOSR1,False
TBC1D29,False
RP11-218M11.6,False
CTD-2349P21.6,False
CTD-2349P21.5,False
CRLF3,False
CTD-2349P21.9,False
ATAD5,False
CTD-2349P21.11,False
RP13-753N3.1,False
TEFM,False
ADAP2,False
AC091177.1,False
RP11-848P1.3,False
RNF135,False
RP11-848P1.4,False
RP11-848P1.5,False
NF1,False
OMG,False
EVI2B,False
CTD-2370N5.3,False
EVI2A,False
RAB11FIP4,False
COPRS,False
UTP6,False
CTC-542B22.2,False
SUZ12,False
LRRC37B,False
AC090616.2,False
RHOT1,False
AC116407.2,False
RHBDL3,False
C17orf75,False
RP11-227G15.2,False
ZNF207,False
RP11-227G15.8,False
RP11-227G15.9,False
PSMD11,False
CDK5R1,False
MYO1D,False
RP11-466A19.1,False
RP11-466A19.3,False
RP11-220C2.1,False
AC084809.2,False
AC084809.3,False
TMEM98,False
SPACA3,False
ASIC2,False
RP11-215E13.2,False
CCL2,False
CCL7,False
CCL8,False
CCL13,False
CCL1,False
TMEM132E,False
RP11-212E8.1,False
CCT6B,False
ZNF830,False
LIG3,False
RFFL,False
RP5-837J1.4,False
RAD51D,False
FNDC8,False
NLE1,False
UNC45B,False
SLC35G3,False
RP11-799D4.4,False
SLFN5,False
RP11-47L3.1,False
SLFN11,False
RP11-686D22.5,False
RP11-686D22.4,False
SLFN12,False
SLFN13,True
SLFN12L,True
RP11-686D22.9,False
RP11-1094M14.10,False
SLFN14,False
RP11-1094M14.12,False
RP11-1094M14.11,False
PEX12,False
AP2B1,False
CTC-507E2.1,False
RASL10B,False
GAS2L2,False
MMP28,False
C17orf50,False
AC015849.12,False
TAF15,False
AC015849.19,False
C17orf66,False
AC015849.2,False
CCL5,True
AC015849.16,False
RDM1,False
CCL16,False
CCL14,False
CTB-186H2.3,False
CCL15,False
RP11-104J23.1,False
RP11-104J23.2,False
CCL23,False
CCL18,False
AC069363.1,True
CCL3,True
CCL4,True
CTB-91J4.1,False
TBC1D3B,False
AC131056.3,True
CCL3L3,True
CCL4L1,False
AC131056.5,False
TBC1D3C,False
CCL3L1,True
CCL4L2,True
TBC1D3G,False
ZNHIT3,False
MYO19,False
PIGW,False
GGNBP2,False
DHRS11,False
MRM1,False
CTB-75G16.3,False
CTD-3194G12.2,False
RP11-445F12.1,False
LHX1,False
AATF,False
CTC-268N12.2,False
ACACA,False
C17orf78,False
TADA2A,False
RP11-378E13.4,False
DUSP14,False
SYNRG,False
DDX52,False
RP11-697E22.1,False
RP11-697E22.2,False
HNF1B,False
TBC1D3F,False
RP11-1407O15.2,False
MRPL45,False
GPR179,False
SOCS7,False
ARHGAP23,False
SRCIN1,False
C17orf96,False
CTB-58E17.1,False
CTB-58E17.3,False
MLLT6,False
CTB-58E17.9,False
AC006449.1,False
CISD3,True
PCGF2,False
CTB-58E17.5,False
PSMB3,False
PIP4K2B,False
CWC25,False
C17orf98,False
RPL23,False
LASP1,False
RP1-56K13.2,False
RP1-56K13.3,False
LINC00672,True
FBXO47,False
RP1-56K13.5,False
PLXDC1,False
ARL5C,False
RP5-906A24.2,False
CACNB1,False
RPL19,False
STAC2,False
RP11-690G19.3,False
FBXL20,False
CTB-131K11.1,False
MED1,False
CDK12,True
NEUROD2,False
AC087491.2,False
PPP1R1B,False
STARD3,False
TCAP,False
PNMT,False
PGAP3,False
ERBB2,True
MIEN1,False
GRB7,False
RP11-94L15.2,True
IKZF3,False
ZPBP2,False
GSDMB,False
ORMDL3,False
RP11-387H17.4,False
GSDMA,False
PSMD3,False
RP11-387H17.6,False
CSF3,False
MED24,False
THRA,False
NR1D1,False
MSL1,False
CASC3,False
RAPGEFL1,False
WIPF2,False
CDC6,False
CTD-2267D19.6,False
RARA,False
CTD-2267D19.2,False
CTD-2267D19.3,False
GJD3,False
TOP2A,False
IGFBP4,True
TNS4,False
RP5-1028K7.2,True
CCR7,True
SMARCE1,False
KRT222,False
KRT222-1,False
KRT24,False
KRT10,False
TMEM99,False
AC004231.2,False
KRT23,False
KRT40,False
KRTAP4-11,False
KRTAP4-12,False
KRTAP4-3,False
KRTAP29-1,False
KRTAP16-1,False
AC003958.2,False
KRT36,False
KRT15,False
KRT19,False
KRT14,False
KRT16,False
JUP,False
EIF1,False
GAST,False
HAP1,False
LEPREL4,False
FKBP10,False
NT5C3B,False
KLHL10,False
KLHL11,False
ACLY,False
CNP,False
DNAJC7,False
NKIRAS2,False
ZNF385C,False
DHX58,False
KAT2A,False
HSPB9,False
RAB5C,False
RP11-358B23.1,False
KCNH4,False
HCRT,True
GHDC,False
STAT5B,False
RP11-358B23.5,False
STAT5A,False
STAT3,False
PTRF,False
ATP6V0A1,False
NAGLU,False
HSD17B1,False
RP11-400F19.6,False
COASY,False
MLX,False
PSMC3IP,False
FAM134C,False
TUBG1,False
TUBG2,False
PLEKHH3,False
CCR10,True
CTD-3193K9.4,False
CNTNAP1,False
CTD-3193K9.3,False
EZH1,False
RAMP2-AS1,False
RAMP2,False
VPS25,False
WNK4,False
COA3,False
CNTD1,False
BECN1,False
PSME3,False
AOC2,False
AOC3,False
LINC00671,False
G6PC,False
AARSD1,False
PTGES3L,False
RUNDC1,False
RPL27,False
IFI35,False
VAT1,False
RND2,False
BRCA1,False
RP11-242D8.1,False
NBR1,False
TMEM106A,False
LINC00910,True
ARL4D,False
DHX8,False
ETV4,False
RP11-392O1.4,False
MEOX1,False
CTC-501O10.1,False
SOST,False
DUSP3,False
C17orf105,False
MPP3,False
CD300LG,False
MPP2,False
RP11-527L4.5,False
FAM215A,False
RP11-527L4.6,False
RP11-527L4.2,False
PPY,False
PYY,False
NAGS,False
TMEM101,False
LSM12,False
G6PC3,False
HDAC5,False
RP11-546M21.6,False
C17orf53,False
ASB16,False
ASB16-AS1,False
TMUB2,False
ATXN7L3,False
CTB-175E5.7,False
UBTF,False
RP5-882C2.2,True
SLC4A1,False
AC003102.3,False
RUNDC3A,False
SLC25A39,False
GRN,True
FAM171A2,False
ITGA2B,False
GPATCH8,False
FZD2,False
RP11-1072C15.2,False
C17orf104,False
CCDC43,False
RP11-1072C15.4,False
DBF4B,False
ADAM11,False
CTC-296K1.3,False
GJC1,False
HIGD1B,False
EFTUD2,False
CCDC103,False
GFAP,False
KIF18B,False
CTD-2534I21.8,False
C1QL1,False
DCAKD,False
NMT1,False
PLCD3,False
ACBD4,False
HEXIM1,False
AC002117.1,False
HEXIM2,False
RP13-890H12.2,False
CTD-2020K17.1,False
FMNL1,False
CTD-2020K17.3,False
CTD-2020K17.4,False
MAP3K14-AS1,False
SPATA32,False
CTB-39G8.2,False
ARHGAP27,False
CTB-39G8.3,False
PLEKHM1,False
AC091132.1,False
RP11-798G7.5,False
RP11-798G7.8,False
RP11-798G7.6,False
CRHR1,False
MAPT-AS1,False
MAPT,False
STH,False
KANSL1,False
RP11-669E14.6,False
KANSL1-AS1,False
ARL17B,False
LRRC37A,False
LRRC37A2,False
ARL17A,False
NSF,False
WNT3,False
WNT9B,False
RP11-63A1.2,False
RP11-63A1.1,False
GOSR2,False
RPRML,False
CDC27,False
RP5-867C24.5,False
MYL4,False
ITGB3,False
RP11-290H9.4,False
EFCAB13,False
CTD-2026D20.2,False
NPEPPS,False
RP11-580I16.2,False
KPNB1,False
RP11-138C9.1,False
TBKBP1,True
TBX21,True
OSBPL7,False
MRPL10,False
LRRC46,False
SCRN2,False
SP6,False
RP11-6N17.2,False
SP2,False
AC003665.1,False
RP11-6N17.3,False
PNPO,False
RP11-6N17.6,False
PRR15L,False
CDK5RAP3,False
RP11-6N17.10,False
COPZ2,True
NFE2L1,False
RP5-890E16.4,False
CBX1,False
SNX11,False
SKAP1,False
RP11-456D7.1,True
AC090627.1,False
RP11-433M22.2,False
HOXB2,False
HOXB-AS1,False
HOXB3,True
HOXB-AS3,False
HOXB-AS2,False
HOXB4,False
HOXB5,False
HOXB6,False
HOXB7,False
HOXB8,False
HOXB9,False
RP11-357H14.17,True
CTD-2377D24.8,False
CTD-2377D24.6,False
PRAC2,False
HOXB13,False
TTLL6,False
CALCOCO2,False
ATP5G1,False
UBE2Z,False
SNF8,False
AC091133.1,False
IGF2BP1,False
RP11-708H21.4,False
GNGT2,True
ABI3,True
PHOSPHO1,False
ZNF652,True
RP11-1079K10.3,False
RP11-81K2.1,False
RP11-1079K10.2,False
PHB,False
RP11-1079K10.4,False
NGFR,False
NXPH3,False
SPOP,False
SLC35B1,False
RP11-613C6.2,False
FAM117A,False
KAT7,False
RP11-304F15.7,False
TAC4,False
RP11-304F15.3,False
RP11-304F15.4,False
RP11-304F15.6,False
DLX4,False
DLX3,False
RP11-1094H24.4,False
ITGA3,False
PDK2,False
SAMD14,False
PPP1R9B,False
AC002401.1,False
RP11-893F2.13,False
RP11-893F2.14,False
SGCA,False
COL1A1,False
TMEM92,False
RP11-893F2.9,False
XYLT2,True
MRPL27,False
EME1,False
LRRC59,False
RP1-117B12.4,False
ACSF2,False
CHAD,False
RSAD1,False
RP11-94C24.6,False
MYCBPAP,False
EPN3,False
SPATA20,False
CACNA1G-AS1,False
CACNA1G,False
ABCC3,False
ANKRD40,True
RP11-294J22.6,True
LUC7L3,False
WFIKKN2,False
TOB1,False
RP11-700H6.4,False
RP11-700H6.1,False
RP11-700H6.2,False
SPAG9,False
RP11-481C4.1,False
NME1,False
NME1-NME2,False
NME2,False
MBTD1,False
UTP18,False
RP11-1018N14.1,False
RP11-1018N14.2,False
RP11-1018N14.5,False
CA10,False
TOM1L1,False
COX11,False
STXBP4,False
CTC-462L7.1,False
HLF,False
RP11-515O17.2,False
RP11-515O17.3,False
MMD,False
PCTP,False
ANKFN1,False
NOG,False
C17orf67,False
DGKE,False
RP11-670E13.2,False
TRIM25,False
RP11-670E13.5,False
COIL,False
RP5-1107A17.3,False
SCPEP1,False
RP11-166P13.3,False
AKAP1,False
RP11-166P13.4,False
MSI2,False
RP11-118E18.2,False
RP11-118E18.4,False
CCDC182,False
RP11-60A24.3,False
MRPS23,False
CUEDC1,False
RP11-343K8.3,False
VEZF1,False
RP11-159D12.5,False
RP11-159D12.2,False
SRSF1,False
RP11-159D12.10,False
DYNLL2,False
OR4D1,False
EPX,False
MKS1,False
LPO,False
MPO,False
BZRAP1,True
BZRAP1-AS1,False
MIR142,True
SUPT4H1,False
RNF43,True
HSF5,False
MTMR4,False
RP11-112H10.4,False
SEPT4,False
TEX14,False
RAD51C,False
PPM1E,False
TRIM37,False
AC099850.1,False
SKA2,False
PRR11,False
SMG8,False
GDPD1,False
YPEL2,False
DHX40,False
CLTC,False
PTRH2,False
VMP1,True
TUBD1,False
RPS6KB1,False
RP11-178C3.1,False
RNFT1,False
TBC1D3P1-DHX40P1,False
RP11-178C3.2,False
HEATR6,False
CTD-2319I12.2,False
USP32,False
C17orf64,False
APPBP2,False
RP11-15E18.1,False
RP11-15E18.4,False
PPM1D,False
BCAS3,False
RP11-264B14.1,False
RP11-264B14.2,False
RP11-136H19.1,False
TBX2,False
C17orf82,False
NACA2,False
BRIP1,False
INTS2,False
MED13,False
EFCAB3,False
METTL2A,False
TLK2,False
MRC2,False
RP11-156L14.1,False
MARCH10,False
RP11-453A12.1,False
RP11-180P8.1,False
RP11-180P8.3,False
TANC2,False
RP11-269G24.2,False
AC015923.1,False
RP11-269G24.3,False
RP11-269G24.4,False
CYB561,False
RP11-269G24.6,False
ACE,False
KCNH6,False
DCAF7,False
TACO1,False
MAP3K3,False
LIMD2,False
STRADA,False
CCDC47,False
DDX42,False
FTSJ3,False
PSMC5,False
SMARCD2,False
GH1,False
CD79B,True
SCN4A,False
RP11-214C8.2,False
C17orf72,False
ICAM2,False
ERN1,False
SNORA76,False
TEX2,False
MILR1,False
POLG2,False
DDX5,False
CEP95,False
SMURF2,True
LRRC37A3,False
RP11-927P21.1,False
RP11-927P21.2,False
RP11-583F2.2,False
GNA13,False
RP11-583F2.5,False
RP11-160O5.1,False
RGS9,True
AXIN2,False
CTD-2535L24.2,False
CEP112,False
APOH,False
PRKCA,False
RP11-4F22.2,False
RP11-349A8.3,False
HELZ,False
RP11-401F2.3,True
PSMD12,False
PITPNC1,False
NOL11,False
BPTF,False
RP11-855A2.3,False
C17orf58,False
RP11-855A2.5,False
KPNA2,False
AC145343.2,False
RP11-147L13.8,False
RP11-147L13.2,False
AMZ2,False
ARSG,False
SLC16A6,False
WIPI1,True
PRKAR1A,False
FAM20A,False
AC079210.1,False
RP11-120M18.5,False
RP11-118B18.1,False
RP11-118B18.2,False
ABCA8,False
ABCA9,False
ABCA9-AS1,False
ABCA6,False
ABCA10,False
ABCA5,True
MAP2K6,False
RP1-193H18.2,False
AC003051.1,False
KCNJ16,False
KCNJ2-AS1,False
KCNJ2,False
AC005152.3,False
LINC01152,False
LINC00511,False
RP11-57A1.1,False
CTD-3010D24.3,False
SLC39A11,False
COG1,False
FAM104A,False
C17orf80,False
CPSF4L,False
CDC42EP4,False
SDK2,False
RP11-449L23.3,False
LINC00469,False
AC125421.1,False
CTD-2532D12.5,False
RPL38,False
CTD-2514K5.2,False
TTYH2,False
CTD-2514K5.4,False
DNAI2,False
KIF19,True
AC103809.2,False
BTBD17,False
GPR142,False
GPRC5C,False
CD300A,True
CD300LB,False
CD300C,False
CD300LD,False
C17orf77,False
CTD-2006K23.1,False
CD300E,False
RAB37,True
CTD-2006K23.2,False
CD300LF,False
MIR3615,False
SLC9A3R1,True
NAT9,False
TMEM104,False
GRIN2C,False
FDXR,False
FADS6,False
USH1G,False
OTOP2,False
HID1,False
RP11-309N17.4,False
CDR2L,False
ICT1,False
KCTD2,False
ATP5H,False
SLC16A5,False
ARMC7,False
NT5C,False
HN1,False
RP11-649A18.7,False
SUMO2,False
NUP85,False
GGA3,False
MRPS7,False
MIF4GD,False
RP11-649A18.12,False
SLC25A19,False
GRB2,False
RP11-16C1.3,False
RP11-16C1.1,False
KIAA0195,False
CASKIN2,False
TSEN54,False
LLGL2,True
MYO15B,False
RECQL5,False
SMIM5,False
SMIM6,False
SAP30BP,False
RP11-474I11.8,False
RP11-474I11.7,False
ITGB4,False
GALK1,False
H3F3B,False
UNK,False
RP11-552F3.4,False
UNC13D,False
WBP2,False
TRIM47,False
RP11-552F3.9,False
TRIM65,False
RP11-552F3.10,False
MRPL38,False
RP11-552F3.12,False
FBF1,False
ACOX1,False
RP11-552F3.13,False
TEN1,False
CDK3,False
EVPL,False
SRP68,False
ZACN,False
GALR2,False
EXOC7,False
FOXJ1,False
RNF157-AS1,False
RNF157,False
UBALD2,False
QRICH2,False
PRPSAP1,False
SPHK1,False
UBE2O,False
AANAT,False
RHBDF2,True
CYGB,False
PRCD,False
RP11-666A8.8,False
ST6GALNAC2,False
RP11-666A8.9,False
ST6GALNAC1,False
RP11-318A15.2,False
MXRA7,True
JMJD6,False
METTL23,False
RP11-318A15.7,False
SRSF2,False
MFSD11,False
CTD-2246P4.1,False
LINC00868,False
MGAT5B,False
RP11-87G24.6,False
SEC14L1,False
RP11-285E9.6,False
SEPT9,False
RP11-936I5.1,False
RP11-75C10.9,False
RP11-13K12.2,False
RP11-13K12.1,False
FLJ45079,False
TNRC6C,False
TMC6,False
TMC8,False
C17orf99,False
SYNGR2,False
TK1,True
AFMID,False
BIRC5,True
AC087645.1,False
RP11-219G17.4,False
AC061992.2,False
SOCS3,True
RP11-806H10.4,False
PGS1,False
DNAH17,False
AC061992.1,False
RP11-559N14.5,False
DNAH17-AS1,False
CTD-2357A8.3,False
CYTH1,False
USP36,False
TIMP2,False
RP11-323N12.5,False
DDC8,False
CTD-2373H9.5,False
LGALS3BP,False
CANT1,False
C1QTNF1-AS1,False
C1QTNF1,False
ENGASE,False
RBFOX3,False
CTD-2116F7.1,False
ENPP7,False
CBX2,False
CBX8,False
RP11-353N14.1,False
RP11-353N14.2,False
CBX4,False
RP11-353N14.5,False
RP11-353N14.4,False
TBC1D16,False
CCDC40,False
GAA,False
EIF4A3,False
CARD14,False
RP11-334C17.5,False
SGSH,False
SLC26A11,False
RNF213,False
CTD-2047H16.4,False
ENDOV,False
CTD-2526A2.2,False
NPTX1,False
RPTOR,False
RP11-28G8.1,False
CTD-2561B21.4,False
CTD-2561B21.5,False
CHMP6,False
CTD-2561B21.7,False
AC127496.1,False
CTD-2561B21.11,False
CTD-2561B21.10,False
BAIAP2-AS1,False
BAIAP2,False
AATK,False
AATK-AS1,False
AZI1,False
ENTHD2,False
AC027601.1,False
C17orf89,False
SLC38A10,False
LINC00482,False
TMEM105,False
RP11-1055B8.2,False
RP11-1055B8.3,False
RP11-1055B8.4,False
RP11-1055B8.6,False
RP11-1055B8.7,False
ACTG1,True
RP13-766D20.2,False
FSCN2,False
C17orf70,False
NPLOC4,False
PDE6G,True
OXLD1,False
CCDC137,False
ARL16,False
HGS,False
RP13-1032I1.7,False
MRPL12,False
SLC25A10-1,False
GCGR,False
FAM195B,False
PPP1R27,False
P4HB,False
RP11-498C9.2,False
RP11-498C9.3,False
ARHGDIA,False
RP11-498C9.15,False
RP11-498C9.16,False
ALYREF,False
ANAPC11,False
NPB,False
PCYT2,False
SIRT7,False
MAFG,False
RP11-498C9.12,False
MAFG-AS1,False
PYCR1,False
RP11-498C9.13,False
NOTUM,False
RP11-498C9.17,False
ASPSCR1,False
STRA13,False
LRRC45,False
RAC3,False
DCXR,False
RP13-650J16.1,False
RFNG,False
GPS1,False
DUS1L,False
FASN,False
CCDC57,False
RP11-1376P16.2,False
RP11-1376P16.1,False
RP13-516M14.2,False
SLC16A3,False
CSNK1D,False
AC132872.2,True
RP13-516M14.4,False
RP13-516M14.1,False
CD7,True
SECTM1,False
TEX19,False
RP13-20L14.1,False
OGFOD3,False
HEXDC,False
C17orf62,False
RP13-20L14.6,False
NARF,False
RP13-991F5.2,False
FOXK2,False
RP13-638C3.3,False
RP13-638C3.4,False
WDR45B,False
RAB40B,False
RP11-388C12.1,False
FN3KRP,False
RP11-388C12.5,False
FN3K,False
TBCD,False
ZNF750,False
RP11-497H17.1,False
B3GNTL1,False
RP11-1197K16.2,False
METRNL,True
AC144831.1,False
AC139099.4,False
AC139099.6,False
AC139099.5,False
AP005530.1,False
AP005530.2,False
RP11-683L23.1,False
USP14,False
THOC1,False
RP11-705O1.8,False
RP11-720L2.3,False
COLEC12,False
CLUL1,False
C18orf56,False
RP11-806L2.2,False
TYMS,True
ENOSF1,False
RP11-806L2.6,False
YES1,True
RP11-769O8.1,False
RP11-769O8.2,False
RP11-672L10.6,False
ADCYAP1,False
RP11-689C9.1,False
RP11-78F17.1,False
LINC00470,False
METTL4,False
NDC80,False
SMCHD1,False
RP11-703M24.5,False
EMILIN2,False
LPIN2,False
RP11-737O24.5,False
RP11-737O24.2,False
RP11-737O24.1,False
MYOM1,False
RP13-270P17.2,False
RP13-270P17.3,False
MYL12A,False
RP13-270P17.1,False
MYL12B,False
RP11-838N2.5,False
TGIF1,False
RP11-838N2.4,False
DLGAP1,False
DLGAP1-AS1,False
DLGAP1-AS2,False
RP11-874J12.4,False
DLGAP1-AS3,False
DLGAP1-AS5,False
C18orf42,False
RP11-190I17.2,False
RP11-835E18.5,False
LINC00667,False
LINC00526,False
ZBTB14,False
CTD-3096M3.1,False
CTD-3096M3.2,False
EPB41L3,False
RP11-286N3.1,False
RP11-286N3.2,False
L3MBTL4,True
RP11-760N9.1,False
ARHGAP28,False
LAMA1,False
PTPRM,False
RAB12,True
RP11-661O13.1,False
RP11-674N23.1,False
SOGA2,False
NDUFV2,False
RP11-143J12.3,False
RP11-143J12.2,False
ANKRD12,False
RP11-888D10.3,False
TWSG1,False
RP11-61L19.2,False
RALBP1,False
PPP4R1,False
RP11-881L2.1,False
RP11-692N5.1,False
RAB31,False
TXNDC2,False
RP11-474N24.6,False
VAPA,False
RP11-243E13.1,False
APCDD1,False
NAPG,False
RP11-883A18.3,False
RP11-856M7.6,False
PIEZO2,False
RP11-677O4.6,False
GNAL,True
CHMP1B,False
RP11-78A19.3,False
RP11-78A19.4,False
MPPE1,False
RP11-820I16.4,False
RP11-820I16.1,False
IMPA2,False
RP11-703I16.1,False
ANKRD62,False
CIDEA,False
TUBB6,False
AFG3L2,False
SLMO1,False
RP11-861E21.2,False
SPIRE1,False
AP005482.1,False
PSMG2,False
CEP76,False
RP11-973H7.5,False
RP11-973H7.4,True
RP11-973H7.1,True
PTPN2,False
SEH1L,False
RP11-773H22.4,False
CEP192,False
RP11-794M8.1,False
LDLRAD4,False
RP11-756J15.3,False
RP11-691H4.3,False
LDLRAD4-AS1,False
RP11-691H4.4,False
RP11-53B2.1,False
RP11-53B2.5,False
RP11-53B2.3,False
RP11-53B2.4,False
RP11-701H16.4,False
FAM210A,False
RNMT,False
MC2R,False
ZNF519,False
RP11-411B10.2,False
RP11-411B10.3,False
RP11-757O6.1,False
CYP4F35P,True
POTEC,False
ANKRD30B,False
RP11-1157N2__B.2,False
RP11-527H14.2,False
ROCK1,False
GREB1L,False
ESCO1,False
SNRPD1,False
RP11-13N13.2,False
ABHD3,False
RP11-13N13.6,False
MIB1,False
MIR1-2,False
GATA6-AS1,False
GATA6,False
RP11-627G18.4,False
RP11-535A5.1,False
CTAGE1,False
RP11-739L10.1,False
RP11-370A5.1,False
RBBP8,False
CABLES1,False
TMEM241,False
RP11-17J14.2,False
RIOK3,False
C18orf8,False
NPC1,True
ANKRD29,False
LAMA3,False
RP11-403A21.1,False
TTC39C,False
RP11-403A21.2,True
RP11-403A21.3,False
RP11-799B12.2,False
CABYR,False
RP11-799B12.4,False
OSBPL1A,False
RP11-621L6.2,False
RP11-621L6.3,False
IMPACT,False
HRH4,False
RP11-178F10.2,False
RP11-449D8.1,False
ZNF521,False
SS18,False
PSMA8,False
TAF4B,False
RP11-107K17.1,False
KCTD1,False
AQP4-AS1,False
U3,False
RP11-739N10.1,False
CDH2,False
DSC3,False
RP11-408H20.1,False
DSC2,False
RP11-408H20.2,False
DSC1,False
DSG3,False
DSG2,False
RP11-75N4.2,False
B4GALT6,False
RP11-549B18.1,False
SLC25A52,False
TRAPPC8,False
RP11-210K20.2,False
RP11-326K13.4,False
RNF125,False
RP11-53I6.3,False
RNF138,False
RP11-53I6.4,False
GAREM,False
MEP1B,False
AC021224.1,False
KLHL14,False
AC012123.1,False
ASXL3,False
NOL4,False
DTNA,False
MAPRE2,False
ZNF397,False
ZSCAN30,False
RP11-158H5.7,False
ZNF24,False
ZNF396,False
RP11-322E11.5,False
RP11-322E11.6,False
INO80C,False
GALNT1,False
RP11-873E20.1,False
RP11-905K4.1,False
C18orf21,False
RPRD1A,False
SLC39A6,False
ELP2,False
RP11-49I11.1,False
MOCOS,False
FHOD3,False
TPGS2,False
KIAA1328,False
RP11-58G13.1,False
RP11-95O2.1,False
CELF4,False
RP11-95O2.5,False
LINC00669,False
RP11-142I20.1,False
PIK3C3,False
LINC00907,False
SYT4,False
CTC-782O7.1,False
RP11-456K23.1,False
SETBP1,True
SLC14A2,False
RP11-309E23.2,False
RP11-116O18.3,False
SLC14A1,True
SIGLEC15,False
EPG5,False
PSTPIP2,False
ATP5A1,False
HAUS1,False
C18orf25,False
RNF165,True
LOXHD1,False
ST8SIA5,False
RP11-687F6.1,False
PIAS2,False
KATNAL2,False
TCEB3B,False
RP11-49K24.4,False
RP11-49K24.8,False
HDHD2,False
IER3IP1,False
IER3IP1-1,False
CTD-2130O13.1,False
SMAD2,False
ZBTB7C,False
CTIF,False
RP11-484L8.1,False
SMAD7,False
RP11-15F12.1,False
DYM,False
RP11-30L3.2,False
C18orf32,False
RPL17-C18orf32,False
MIR1539,False
RPL17,False
RP11-110H1.8,False
LIPG,False
RP11-813F20.2,False
ACAA2,False
SCARNA17,False
MYO5B,False
CCDC11,False
MBD1,False
CXXC1,False
RP11-1030E3.1,False
SKA1,False
MRO,False
ME2,False
ELAC1,False
RP11-729L2.2,False
SMAD4,False
MEX3C,True
